row	step	emb	level	variant	n	mean_peak	sr80	sr95	never_moved	budget	seeds0-39_mean
s3ctApinAnn	120000	usocket	8	cfgemb	5	0.000	0/5	0/5	5	420	0.000
s3ctApinAnn	120000	usocket	9	cfg1	5	0.000	0/5	0/5	5	432	0.000
s3ctApinAnn	120000	usocket	9	cfgemb	5	0.000	0/5	0/5	5	432	0.000
s3ctApinAnn	120000	usocket	10	cfg1	5	0.026	0/5	0/5	4	368	0.026
s3ctApinAnn	120000	usocket	10	cfgemb	5	0.000	0/5	0/5	5	368	0.000
s3ctApinAnn	120000	usocket	11	cfg1	5	0.203	0/5	0/5	3	323	0.203
s3ctApinAnn	120000	usocket	11	cfgemb	5	0.000	0/5	0/5	5	323	0.000
s3ctApinAnn	120000	usocket	12	cfg1	5	0.276	0/5	0/5	3	338	0.276
s3ctApinAnn	120000	usocket	12	cfgemb	5	0.020	0/5	0/5	4	338	0.020
s3ctApinAnn	120000	usocket	13	cfg1	5	0.136	0/5	0/5	4	380	0.136
s3ctApinAnn	120000	usocket	13	cfgemb	5	0.000	0/5	0/5	5	380	0.000
s3ctApinAnn	120000	usocket	14	cfg1	5	0.229	0/5	0/5	3	348	0.229
s3ctApinAnn	120000	usocket	14	cfgemb	5	0.192	1/5	1/5	4	348	0.192
s3ctApinAnn	120000	usocket	15	cfg1	5	0.000	0/5	0/5	5	399	0.000
s3ctApinAnn	120000	usocket	15	cfgemb	5	0.000	0/5	0/5	5	399	0.000
s3ctApinAnn	120000	usocket	16	cfg1	5	0.000	0/5	0/5	5	463	0.000
s3ctApinAnn	120000	usocket	16	cfgemb	5	0.000	0/5	0/5	5	463	0.000
s3ctApinAnn	120000	usocket	17	cfg1	5	0.000	0/5	0/5	5	476	0.000
s3ctApinAnn	120000	usocket	17	cfgemb	5	0.000	0/5	0/5	5	476	0.000
s3ctApinAnn	120000	usocket	18	cfg1	5	0.000	0/5	0/5	5	501	0.000
s3ctApinAnn	120000	usocket	18	cfgemb	5	0.000	0/5	0/5	5	501	0.000
s3ctApinAnn	120000	usocket	19	cfg1	5	0.000	0/5	0/5	5	519	0.000
s3ctApinAnn	120000	usocket	19	cfgemb	5	0.000	0/5	0/5	5	519	0.000
s3ctApinAnn	120000	usocket	20	cfg1	5	0.000	0/5	0/5	5	564	0.000
s3ctApinAnn	120000	usocket	20	cfgemb	5	0.000	0/5	0/5	5	564	0.000
s3ctApinAnn	120000	usocket	21	cfg1	5	0.000	0/5	0/5	5	451	0.000
s3ctApinAnn	120000	usocket	21	cfgemb	5	0.005	0/5	0/5	5	451	0.005
s3ctApinAnn	120000	usocket	22	cfg1	5	0.137	0/5	0/5	4	389	0.137
s3ctApinAnn	120000	usocket	22	cfgemb	5	0.000	0/5	0/5	5	389	0.000
s3ctApinAnn	120000	usocket	23	cfg1	5	0.069	0/5	0/5	4	319	0.069
s3ctApinAnn	120000	usocket	23	cfgemb	5	0.000	0/5	0/5	5	319	0.000
s3ctApinAnn	120000	usocket	24	cfg1	5	0.001	0/5	0/5	5	291	0.001
s3ctApinAnn	120000	usocket	24	cfgemb	5	0.000	0/5	0/5	5	291	0.000
s3ctApinAnn	120000	usocket	25	cfg1	5	0.000	0/5	0/5	5	330	0.000
s3ctApinAnn	120000	usocket	25	cfgemb	5	0.000	0/5	0/5	5	330	0.000
s3ctApinAnn	120000	usocket	26	cfg1	5	0.000	0/5	0/5	5	362	0.000
s3ctApinAnn	120000	usocket	26	cfgemb	5	0.000	0/5	0/5	5	362	0.000
s3ctApinAnn	120000	usocket	27	cfg1	5	0.000	0/5	0/5	5	472	0.000
s3ctApinAnn	120000	usocket	27	cfgemb	5	0.031	0/5	0/5	4	472	0.031
s3ctApinAnn	120000	usocket	28	cfg1	5	0.000	0/5	0/5	5	548	0.000
s3ctApinAnn	120000	usocket	28	cfgemb	5	0.000	0/5	0/5	5	548	0.000
s3ctApinAnn	120000	usocket	29	cfg1	5	0.000	0/5	0/5	5	446	0.000
s3ctApinAnn	120000	usocket	29	cfgemb	5	0.000	0/5	0/5	5	446	0.000
s3ctApinAnn	120000	usocket	30	cfg1	5	0.000	0/5	0/5	5	399	0.000
s3ctApinAnn	120000	usocket	30	cfgemb	5	0.000	0/5	0/5	5	399	0.000
s3ctApinAnn	150000	chain	0	cfg1	80	0.602	19/80	9/80	15	688	0.563
s3ctApinAnn	150000	chain	0	cfgemb	80	0.362	13/80	1/80	37	688	0.346
s3ctApinAnn	150000	usocket	0	cfg1	80	0.587	27/80	9/80	19	318	0.574
s3ctApinAnn	150000	usocket	0	cfgemb	80	0.524	19/80	8/80	22	318	0.538
s3ctApinAnn	180000	chain	0	cfg1	80	0.561	23/80	13/80	22	688	0.574
s3ctApinAnn	180000	chain	0	cfgemb	80	0.318	9/80	5/80	42	688	0.294
s3ctApinAnn	180000	chain	1	cfg1	5	0.125	0/5	0/5	4	745	0.125
s3ctApinAnn	180000	chain	1	cfgemb	5	0.121	0/5	0/5	4	745	0.121
s3ctApinAnn	180000	chain	2	cfg1	5	0.330	1/5	1/5	3	663	0.330
s3ctApinAnn	180000	chain	2	cfgemb	5	0.000	0/5	0/5	5	663	0.000
s3ctApinAnn	180000	chain	3	cfg1	5	0.276	0/5	0/5	3	817	0.276
s3ctApinAnn	180000	chain	3	cfgemb	5	0.000	0/5	0/5	5	817	0.000
s3ctApinAnn	180000	chain	4	cfg1	5	0.316	1/5	0/5	3	719	0.316
s3ctApinAnn	180000	chain	4	cfgemb	5	0.000	0/5	0/5	5	719	0.000
s3ctApinAnn	180000	chain	5	cfg1	5	0.558	3/5	2/5	2	710	0.558
s3ctApinAnn	180000	chain	5	cfgemb	5	0.000	0/5	0/5	5	710	0.000
s3ctApinAnn	180000	chain	6	cfg1	5	0.614	2/5	0/5	1	792	0.614
s3ctApinAnn	180000	chain	6	cfgemb	5	0.138	0/5	0/5	4	792	0.138
s3ctApinAnn	180000	chain	7	cfg1	5	0.039	0/5	0/5	4	957	0.039
s3ctApinAnn	180000	chain	7	cfgemb	5	0.000	0/5	0/5	5	957	0.000
s3ctApinAnn	180000	chain	8	cfg1	5	0.323	1/5	0/5	3	908	0.323
s3ctApinAnn	180000	chain	8	cfgemb	5	0.228	0/5	0/5	3	908	0.228
s3ctApinAnn	180000	chain	9	cfg1	5	0.457	1/5	0/5	2	933	0.457
s3ctApinAnn	180000	chain	9	cfgemb	5	0.000	0/5	0/5	5	933	0.000
s3ctApinAnn	180000	chain	10	cfg1	5	0.636	2/5	1/5	1	794	0.636
s3ctApinAnn	180000	chain	10	cfgemb	5	0.000	0/5	0/5	5	794	0.000
s3ctApinAnn	180000	chain	11	cfg1	5	0.000	0/5	0/5	5	698	0.000
s3ctApinAnn	180000	chain	11	cfgemb	5	0.000	0/5	0/5	5	698	0.000
s3ctApinAnn	180000	chain	12	cfg1	5	0.232	0/5	0/5	3	730	0.232
s3ctApinAnn	180000	chain	12	cfgemb	5	0.111	0/5	0/5	4	730	0.111
s3ctApinAnn	180000	chain	13	cfg1	5	0.276	0/5	0/5	3	820	0.276
s3ctApinAnn	180000	chain	13	cfgemb	5	0.260	0/5	0/5	3	820	0.260
s3ctApinAnn	180000	chain	14	cfg1	5	0.127	0/5	0/5	4	751	0.127
s3ctApinAnn	180000	chain	14	cfgemb	5	0.000	0/5	0/5	5	751	0.000
s3ctApinAnn	180000	chain	15	cfg1	5	0.441	1/5	0/5	2	861	0.441
s3ctApinAnn	180000	chain	15	cfgemb	5	0.000	0/5	0/5	5	861	0.000
s3ctApinAnn	180000	chain	16	cfg1	5	0.509	2/5	1/5	2	1001	0.509
s3ctApinAnn	180000	chain	16	cfgemb	5	0.000	0/5	0/5	5	1001	0.000
s3ctApinAnn	180000	chain	17	cfg1	5	0.190	1/5	0/5	4	1029	0.190
s3ctApinAnn	180000	chain	17	cfgemb	5	0.000	0/5	0/5	5	1029	0.000
s3ctApinAnn	180000	chain	18	cfg1	5	0.243	0/5	0/5	3	1082	0.243
s3ctApinAnn	180000	chain	18	cfgemb	5	0.000	0/5	0/5	5	1082	0.000
s3ctApinAnn	180000	chain	19	cfg1	5	0.333	1/5	1/5	3	1122	0.333
s3ctApinAnn	180000	chain	19	cfgemb	5	0.273	0/5	0/5	3	1122	0.273
s3ctApinAnn	180000	chain	20	cfg1	5	0.456	1/5	1/5	2	1218	0.456
s3ctApinAnn	180000	chain	20	cfgemb	5	0.000	0/5	0/5	5	1218	0.000
s3ctApinAnn	180000	chain	21	cfg1	5	0.275	0/5	0/5	3	974	0.275
s3ctApinAnn	180000	chain	21	cfgemb	5	0.171	0/5	0/5	3	974	0.171
s3ctApinAnn	180000	chain	22	cfg1	5	0.563	1/5	0/5	1	840	0.563
s3ctApinAnn	180000	chain	22	cfgemb	5	0.138	0/5	0/5	4	840	0.138
s3ctApinAnn	180000	chain	23	cfg1	5	0.405	0/5	0/5	2	688	0.405
s3ctApinAnn	180000	chain	23	cfgemb	5	0.138	0/5	0/5	4	688	0.138
s3ctApinAnn	180000	chain	24	cfg1	5	0.536	1/5	0/5	1	629	0.536
s3ctApinAnn	180000	chain	24	cfgemb	5	0.133	0/5	0/5	4	629	0.133
s3ctApinAnn	180000	chain	25	cfg1	5	0.582	1/5	0/5	1	712	0.582
s3ctApinAnn	180000	chain	25	cfgemb	5	0.299	1/5	0/5	3	712	0.299
s3ctApinAnn	180000	chain	26	cfg1	5	0.233	0/5	0/5	3	783	0.233
s3ctApinAnn	180000	chain	26	cfgemb	5	0.029	0/5	0/5	4	783	0.029
s3ctApinAnn	180000	chain	27	cfg1	5	0.380	1/5	0/5	2	1020	0.380
s3ctApinAnn	180000	chain	27	cfgemb	5	0.000	0/5	0/5	5	1020	0.000
s3ctApinAnn	180000	chain	28	cfg1	5	0.720	1/5	1/5	0	1184	0.720
s3ctApinAnn	180000	chain	28	cfgemb	5	0.003	0/5	0/5	5	1184	0.003
s3ctApinAnn	180000	chain	29	cfg1	5	0.333	1/5	1/5	3	963	0.333
s3ctApinAnn	180000	chain	29	cfgemb	5	0.021	0/5	0/5	4	963	0.021
s3ctApinAnn	180000	chain	30	cfg1	5	0.276	0/5	0/5	3	862	0.276
s3ctApinAnn	180000	chain	30	cfgemb	5	0.000	0/5	0/5	5	862	0.000
s3ctApinAnn	180000	usocket	0	cfg1	80	0.596	25/80	20/80	17	318	0.622
s3ctApinAnn	180000	usocket	0	cfgemb	80	0.554	16/80	8/80	18	318	0.516
s3ctApinAnn	180000	usocket	1	cfg1	5	0.000	0/5	0/5	5	345	0.000
s3ctApinAnn	180000	usocket	1	cfgemb	5	0.036	0/5	0/5	4	345	0.036
s3ctApinAnn	180000	usocket	2	cfg1	5	0.000	0/5	0/5	5	307	0.000
s3ctApinAnn	180000	usocket	2	cfgemb	5	0.000	0/5	0/5	5	307	0.000
s3ctApinAnn	180000	usocket	3	cfg1	5	0.000	0/5	0/5	5	378	0.000
s3ctApinAnn	180000	usocket	3	cfgemb	5	0.000	0/5	0/5	5	378	0.000
s3ctApinAnn	180000	usocket	4	cfg1	5	0.000	0/5	0/5	5	333	0.000
s3ctApinAnn	180000	usocket	4	cfgemb	5	0.000	0/5	0/5	5	333	0.000
s3ctApinAnn	180000	usocket	5	cfg1	5	0.000	0/5	0/5	5	328	0.000
s3ctApinAnn	180000	usocket	5	cfgemb	5	0.000	0/5	0/5	5	328	0.000
s3ctApinAnn	180000	usocket	6	cfg1	5	0.000	0/5	0/5	5	367	0.000
s3ctApinAnn	180000	usocket	6	cfgemb	5	0.000	0/5	0/5	5	367	0.000
s3ctApinAnn	180000	usocket	7	cfg1	5	0.000	0/5	0/5	5	443	0.000
s3ctApinAnn	180000	usocket	7	cfgemb	5	0.000	0/5	0/5	5	443	0.000
s3ctApinAnn	180000	usocket	8	cfg1	5	0.000	0/5	0/5	5	420	0.000
s3ctApinAnn	180000	usocket	8	cfgemb	5	0.000	0/5	0/5	5	420	0.000
s3ctApinAnn	180000	usocket	9	cfg1	5	0.000	0/5	0/5	5	432	0.000
s3ctApinAnn	180000	usocket	9	cfgemb	5	0.000	0/5	0/5	5	432	0.000
s3ctApinAnn	180000	usocket	10	cfg1	5	0.039	0/5	0/5	4	368	0.039
s3ctApinAnn	180000	usocket	10	cfgemb	5	0.000	0/5	0/5	5	368	0.000
s3ctApinAnn	180000	usocket	11	cfg1	5	0.000	0/5	0/5	5	323	0.000
s3ctApinAnn	180000	usocket	11	cfgemb	5	0.000	0/5	0/5	5	323	0.000
s3ctApinAnn	180000	usocket	12	cfg1	5	0.138	0/5	0/5	4	338	0.138
s3ctApinAnn	180000	usocket	12	cfgemb	5	0.139	0/5	0/5	4	338	0.139
s3ctApinAnn	180000	usocket	13	cfg1	5	0.000	0/5	0/5	5	380	0.000
s3ctApinAnn	180000	usocket	13	cfgemb	5	0.000	0/5	0/5	5	380	0.000
s3ctApinAnn	180000	usocket	14	cfg1	5	0.194	1/5	1/5	4	348	0.194
s3ctApinAnn	180000	usocket	14	cfgemb	5	0.131	0/5	0/5	4	348	0.131
s3ctApinAnn	180000	usocket	15	cfg1	5	0.000	0/5	0/5	5	399	0.000
s3ctApinAnn	180000	usocket	15	cfgemb	5	0.000	0/5	0/5	5	399	0.000
s3ctApinAnn	180000	usocket	16	cfg1	5	0.000	0/5	0/5	5	463	0.000
s3ctApinAnn	180000	usocket	16	cfgemb	5	0.000	0/5	0/5	5	463	0.000
s3ctApinAnn	180000	usocket	17	cfg1	5	0.000	0/5	0/5	5	476	0.000
s3ctApinAnn	180000	usocket	17	cfgemb	5	0.000	0/5	0/5	5	476	0.000
s3ctApinAnn	180000	usocket	18	cfg1	5	0.026	0/5	0/5	4	501	0.026
s3ctApinAnn	180000	usocket	18	cfgemb	5	0.000	0/5	0/5	5	501	0.000
s3ctApinAnn	180000	usocket	19	cfg1	5	0.000	0/5	0/5	5	519	0.000
s3ctApinAnn	180000	usocket	19	cfgemb	5	0.000	0/5	0/5	5	519	0.000
s3ctApinAnn	180000	usocket	20	cfg1	5	0.000	0/5	0/5	5	564	0.000
s3ctApinAnn	180000	usocket	20	cfgemb	5	0.000	0/5	0/5	5	564	0.000
s3ctApinAnn	180000	usocket	21	cfg1	5	0.000	0/5	0/5	5	451	0.000
s3ctApinAnn	180000	usocket	21	cfgemb	5	0.000	0/5	0/5	5	451	0.000
s3ctApinAnn	180000	usocket	22	cfg1	5	0.000	0/5	0/5	5	389	0.000
s3ctApinAnn	180000	usocket	22	cfgemb	5	0.000	0/5	0/5	5	389	0.000
s3ctApinAnn	180000	usocket	23	cfg1	5	0.192	1/5	1/5	4	319	0.192
s3ctApinAnn	180000	usocket	23	cfgemb	5	0.193	1/5	1/5	4	319	0.193
s3ctApinAnn	180000	usocket	24	cfg1	5	0.000	0/5	0/5	5	291	0.000
s3ctApinAnn	180000	usocket	24	cfgemb	5	0.000	0/5	0/5	5	291	0.000
s3ctApinAnn	180000	usocket	25	cfg1	5	0.117	0/5	0/5	4	330	0.117
s3ctApinAnn	180000	usocket	25	cfgemb	5	0.000	0/5	0/5	5	330	0.000
s3ctApinAnn	180000	usocket	26	cfg1	5	0.138	0/5	0/5	4	362	0.138
s3ctApinAnn	180000	usocket	26	cfgemb	5	0.000	0/5	0/5	5	362	0.000
s3ctApinAnn	180000	usocket	27	cfg1	5	0.000	0/5	0/5	5	472	0.000
s3ctApinAnn	180000	usocket	27	cfgemb	5	0.000	0/5	0/5	5	472	0.000
s3ctApinAnn	180000	usocket	28	cfg1	5	0.000	0/5	0/5	5	548	0.000
s3ctApinAnn	180000	usocket	28	cfgemb	5	0.000	0/5	0/5	5	548	0.000
s3ctApinAnn	180000	usocket	29	cfg1	5	0.000	0/5	0/5	5	446	0.000
s3ctApinAnn	180000	usocket	29	cfgemb	5	0.000	0/5	0/5	5	446	0.000
s3ctApinAnn	180000	usocket	30	cfg1	5	0.000	0/5	0/5	5	399	0.000
s3ctApinAnn	180000	usocket	30	cfgemb	5	0.000	0/5	0/5	5	399	0.000
s3ctApinAnn	210000	chain	0	cfg1	80	0.613	24/80	12/80	14	688	0.612
s3ctApinAnn	210000	chain	0	cfgemb	80	0.291	13/80	6/80	46	688	0.298
s3ctApinAnn	210000	usocket	0	cfg1	80	0.606	24/80	16/80	16	318	0.586
s3ctApinAnn	210000	usocket	0	cfgemb	80	0.513	19/80	9/80	24	318	0.480
s3ctApinAnn	240000	chain	0	cfg1	80	0.569	19/80	12/80	18	688	0.491
s3ctApinAnn	240000	chain	0	cfgemb	80	0.397	17/80	4/80	36	688	0.405
s3ctApinAnn	240000	chain	1	cfg1	5	0.158	0/5	0/5	3	745	0.158
s3ctApinAnn	240000	chain	1	cfgemb	5	0.120	0/5	0/5	4	745	0.120
s3ctApinAnn	240000	chain	2	cfg1	5	0.310	1/5	0/5	3	663	0.310
s3ctApinAnn	240000	chain	2	cfgemb	5	0.205	0/5	0/5	3	663	0.205
s3ctApinAnn	240000	chain	3	cfg1	5	0.527	2/5	2/5	2	817	0.527
s3ctApinAnn	240000	chain	3	cfgemb	5	0.000	0/5	0/5	5	817	0.000
s3ctApinAnn	240000	chain	4	cfg1	5	0.262	0/5	0/5	3	719	0.262
s3ctApinAnn	240000	chain	4	cfgemb	5	0.075	0/5	0/5	4	719	0.075
s3ctApinAnn	240000	chain	5	cfg1	5	0.122	0/5	0/5	4	710	0.122
s3ctApinAnn	240000	chain	5	cfgemb	5	0.121	0/5	0/5	4	710	0.121
s3ctApinAnn	240000	chain	6	cfg1	5	0.268	0/5	0/5	3	792	0.268
s3ctApinAnn	240000	chain	6	cfgemb	5	0.138	0/5	0/5	4	792	0.138
s3ctApinAnn	240000	chain	7	cfg1	5	0.317	1/5	0/5	3	957	0.317
s3ctApinAnn	240000	chain	7	cfgemb	5	0.116	0/5	0/5	4	957	0.116
s3ctApinAnn	240000	chain	8	cfg1	5	0.000	0/5	0/5	5	908	0.000
s3ctApinAnn	240000	chain	8	cfgemb	5	0.000	0/5	0/5	5	908	0.000
s3ctApinAnn	240000	chain	9	cfg1	5	0.219	0/5	0/5	3	933	0.219
s3ctApinAnn	240000	chain	9	cfgemb	5	0.136	0/5	0/5	4	933	0.136
s3ctApinAnn	240000	chain	10	cfg1	5	0.678	2/5	2/5	1	794	0.678
s3ctApinAnn	240000	chain	10	cfgemb	5	0.000	0/5	0/5	5	794	0.000
s3ctApinAnn	240000	chain	11	cfg1	5	0.131	0/5	0/5	4	698	0.131
s3ctApinAnn	240000	chain	11	cfgemb	5	0.000	0/5	0/5	5	698	0.000
s3ctApinAnn	240000	chain	12	cfg1	5	0.433	1/5	0/5	2	730	0.433
s3ctApinAnn	240000	chain	12	cfgemb	5	0.251	0/5	0/5	3	730	0.251
s3ctApinAnn	240000	chain	13	cfg1	5	0.066	0/5	0/5	4	820	0.066
s3ctApinAnn	240000	chain	13	cfgemb	5	0.138	0/5	0/5	4	820	0.138
s3ctApinAnn	240000	chain	14	cfg1	5	0.215	0/5	0/5	3	751	0.215
s3ctApinAnn	240000	chain	14	cfgemb	5	0.000	0/5	0/5	5	751	0.000
s3ctApinAnn	240000	chain	15	cfg1	5	0.270	0/5	0/5	3	861	0.270
s3ctApinAnn	240000	chain	15	cfgemb	5	0.185	1/5	0/5	4	861	0.185
s3ctApinAnn	240000	chain	16	cfg1	5	0.244	0/5	0/5	3	1001	0.244
s3ctApinAnn	240000	chain	16	cfgemb	5	0.000	0/5	0/5	5	1001	0.000
s3ctApinAnn	240000	chain	17	cfg1	5	0.333	1/5	1/5	3	1029	0.333
s3ctApinAnn	240000	chain	17	cfgemb	5	0.000	0/5	0/5	5	1029	0.000
s3ctApinAnn	240000	chain	18	cfg1	5	0.264	0/5	0/5	3	1082	0.264
s3ctApinAnn	240000	chain	18	cfgemb	5	0.000	0/5	0/5	5	1082	0.000
s3ctApinAnn	240000	chain	19	cfg1	5	0.249	0/5	0/5	3	1122	0.249
s3ctApinAnn	240000	chain	19	cfgemb	5	0.122	0/5	0/5	4	1122	0.122
s3ctApinAnn	240000	chain	20	cfg1	5	0.236	0/5	0/5	3	1218	0.236
s3ctApinAnn	240000	chain	20	cfgemb	5	0.000	0/5	0/5	5	1218	0.000
s3ctApinAnn	240000	chain	21	cfg1	5	0.273	0/5	0/5	3	974	0.273
s3ctApinAnn	240000	chain	21	cfgemb	5	0.120	0/5	0/5	4	974	0.120
s3ctApinAnn	240000	chain	22	cfg1	5	0.273	0/5	0/5	3	840	0.273
s3ctApinAnn	240000	chain	22	cfgemb	5	0.167	1/5	0/5	4	840	0.167
s3ctApinAnn	240000	chain	23	cfg1	5	0.529	1/5	0/5	1	688	0.529
s3ctApinAnn	240000	chain	23	cfgemb	5	0.000	0/5	0/5	5	688	0.000
s3ctApinAnn	240000	chain	24	cfg1	5	0.275	0/5	0/5	3	629	0.275
s3ctApinAnn	240000	chain	24	cfgemb	5	0.341	0/5	0/5	2	629	0.341
s3ctApinAnn	240000	chain	25	cfg1	5	0.320	1/5	0/5	3	712	0.320
s3ctApinAnn	240000	chain	25	cfgemb	5	0.000	0/5	0/5	5	712	0.000
s3ctApinAnn	240000	chain	26	cfg1	5	0.407	1/5	0/5	2	783	0.407
s3ctApinAnn	240000	chain	26	cfgemb	5	0.000	0/5	0/5	5	783	0.000
s3ctApinAnn	240000	chain	27	cfg1	5	0.448	2/5	1/5	2	1020	0.448
s3ctApinAnn	240000	chain	27	cfgemb	5	0.111	0/5	0/5	4	1020	0.111
s3ctApinAnn	240000	chain	28	cfg1	5	0.555	2/5	0/5	1	1184	0.555
s3ctApinAnn	240000	chain	28	cfgemb	5	0.000	0/5	0/5	5	1184	0.000
s3ctApinAnn	240000	chain	29	cfg1	5	0.165	1/5	0/5	4	963	0.165
s3ctApinAnn	240000	chain	29	cfgemb	5	0.000	0/5	0/5	5	963	0.000
s3ctApinAnn	240000	chain	30	cfg1	5	0.000	0/5	0/5	5	862	0.000
s3ctApinAnn	240000	chain	30	cfgemb	5	0.000	0/5	0/5	5	862	0.000
s3ctApinAnn	240000	usocket	0	cfg1	80	0.587	23/80	19/80	20	318	0.596
s3ctApinAnn	240000	usocket	0	cfgemb	80	0.529	24/80	14/80	25	318	0.504
s3ctApinAnn	240000	usocket	1	cfg1	5	0.000	0/5	0/5	5	345	0.000
s3ctApinAnn	240000	usocket	1	cfgemb	5	0.000	0/5	0/5	5	345	0.000
s3ctApinAnn	240000	usocket	2	cfg1	5	0.000	0/5	0/5	5	307	0.000
s3ctApinAnn	240000	usocket	2	cfgemb	5	0.000	0/5	0/5	5	307	0.000
s3ctApinAnn	240000	usocket	3	cfg1	5	0.000	0/5	0/5	5	378	0.000
s3ctApinAnn	240000	usocket	3	cfgemb	5	0.000	0/5	0/5	5	378	0.000
s3ctApinAnn	240000	usocket	4	cfg1	5	0.000	0/5	0/5	5	333	0.000
s3ctApinAnn	240000	usocket	4	cfgemb	5	0.000	0/5	0/5	5	333	0.000
s3ctApinAnn	240000	usocket	5	cfg1	5	0.000	0/5	0/5	5	328	0.000
s3ctApinAnn	240000	usocket	5	cfgemb	5	0.000	0/5	0/5	5	328	0.000
s3ctApinAnn	240000	usocket	6	cfg1	5	0.000	0/5	0/5	5	367	0.000
s3ctApinAnn	240000	usocket	6	cfgemb	5	0.000	0/5	0/5	5	367	0.000
s3ctApinAnn	240000	usocket	7	cfg1	5	0.000	0/5	0/5	5	443	0.000
s3ctApinAnn	240000	usocket	7	cfgemb	5	0.000	0/5	0/5	5	443	0.000
s3ctApinAnn	240000	usocket	8	cfg1	5	0.000	0/5	0/5	5	420	0.000
s3ctApinAnn	240000	usocket	8	cfgemb	5	0.000	0/5	0/5	5	420	0.000
s3ctApinAnn	240000	usocket	9	cfg1	5	0.000	0/5	0/5	5	432	0.000
s3ctApinAnn	240000	usocket	9	cfgemb	5	0.000	0/5	0/5	5	432	0.000
s3ctApinAnn	240000	usocket	10	cfg1	5	0.000	0/5	0/5	5	368	0.000
s3ctApinAnn	240000	usocket	10	cfgemb	5	0.190	1/5	0/5	4	368	0.190
s3ctApinAnn	240000	usocket	11	cfg1	5	0.000	0/5	0/5	5	323	0.000
s3ctApinAnn	240000	usocket	11	cfgemb	5	0.000	0/5	0/5	5	323	0.000
s3ctApinAnn	240000	usocket	12	cfg1	5	0.138	0/5	0/5	4	338	0.138
s3ctApinAnn	240000	usocket	12	cfgemb	5	0.138	0/5	0/5	4	338	0.138
s3ctApinAnn	240000	usocket	13	cfg1	5	0.018	0/5	0/5	5	380	0.018
s3ctApinAnn	240000	usocket	13	cfgemb	5	0.000	0/5	0/5	5	380	0.000
s3ctApinAnn	240000	usocket	14	cfg1	5	0.188	1/5	0/5	4	348	0.188
s3ctApinAnn	240000	usocket	14	cfgemb	5	0.000	0/5	0/5	5	348	0.000
s3ctApinAnn	240000	usocket	15	cfg1	5	0.000	0/5	0/5	5	399	0.000
s3ctApinAnn	240000	usocket	15	cfgemb	5	0.000	0/5	0/5	5	399	0.000
s3ctApinAnn	240000	usocket	16	cfg1	5	0.000	0/5	0/5	5	463	0.000
s3ctApinAnn	240000	usocket	16	cfgemb	5	0.000	0/5	0/5	5	463	0.000
s3ctApinAnn	240000	usocket	17	cfg1	5	0.000	0/5	0/5	5	476	0.000
s3ctApinAnn	240000	usocket	17	cfgemb	5	0.000	0/5	0/5	5	476	0.000
s3ctApinAnn	240000	usocket	18	cfg1	5	0.000	0/5	0/5	5	501	0.000
s3ctApinAnn	240000	usocket	18	cfgemb	5	0.000	0/5	0/5	5	501	0.000
s3ctApinAnn	240000	usocket	19	cfg1	5	0.000	0/5	0/5	5	519	0.000
s3ctApinAnn	240000	usocket	19	cfgemb	5	0.000	0/5	0/5	5	519	0.000
s3ctApinAnn	240000	usocket	20	cfg1	5	0.000	0/5	0/5	5	564	0.000
s3ctApinAnn	240000	usocket	20	cfgemb	5	0.000	0/5	0/5	5	564	0.000
s3ctApinAnn	240000	usocket	21	cfg1	5	0.000	0/5	0/5	5	451	0.000
s3ctApinAnn	240000	usocket	21	cfgemb	5	0.000	0/5	0/5	5	451	0.000
s3ctApinAnn	240000	usocket	22	cfg1	5	0.000	0/5	0/5	5	389	0.000
s3ctApinAnn	240000	usocket	22	cfgemb	5	0.000	0/5	0/5	5	389	0.000
s3ctApinAnn	240000	usocket	23	cfg1	5	0.000	0/5	0/5	5	319	0.000
s3ctApinAnn	240000	usocket	23	cfgemb	5	0.336	1/5	1/5	3	319	0.336
s3ctApinAnn	240000	usocket	24	cfg1	5	0.000	0/5	0/5	5	291	0.000
s3ctApinAnn	240000	usocket	24	cfgemb	5	0.000	0/5	0/5	5	291	0.000
s3ctApinAnn	240000	usocket	25	cfg1	5	0.271	0/5	0/5	3	330	0.271
s3ctApinAnn	240000	usocket	25	cfgemb	5	0.195	1/5	1/5	4	330	0.195
s3ctApinAnn	240000	usocket	26	cfg1	5	0.000	0/5	0/5	5	362	0.000
s3ctApinAnn	240000	usocket	26	cfgemb	5	0.000	0/5	0/5	5	362	0.000
s3ctApinAnn	240000	usocket	27	cfg1	5	0.000	0/5	0/5	5	472	0.000
s3ctApinAnn	240000	usocket	27	cfgemb	5	0.000	0/5	0/5	5	472	0.000
s3ctApinAnn	240000	usocket	28	cfg1	5	0.000	0/5	0/5	5	548	0.000
s3ctApinAnn	240000	usocket	28	cfgemb	5	0.000	0/5	0/5	5	548	0.000
s3ctApinAnn	240000	usocket	29	cfg1	5	0.000	0/5	0/5	5	446	0.000
s3ctApinAnn	240000	usocket	29	cfgemb	5	0.009	0/5	0/5	5	446	0.009
s3ctApinAnn	240000	usocket	30	cfg1	5	0.000	0/5	0/5	5	399	0.000
s3ctApinAnn	240000	usocket	30	cfgemb	5	0.000	0/5	0/5	5	399	0.000
s3dpch	30000	chain	0	cfgemb	80	0.258	3/80	0/80	43	688	0.213
